,answer,question_text,text_id,grade,score
107,if an enemy wanted to take over an area of land they had to take control of the castle on that island every part of a castles Grounds was designed to keep the enemy from getting inside attackers use different weapons to try to take control of the castle,What was the most important part of the end of the book? Why do you think it is important?,BASEPrEKg8xmHrdmdiHhdc54Yg,2,5
108,Yes they would because I am a nice guy I don't dis respect rule of other people and there house so we can be friends then I don't get kicked out his house,Do you think the main character would like you to be his or her friend? Why?,BASE2SbUcT96KDF8eoR0MF0N0g,3,8
109,"I will understand the difference between different societies, including socialism and communism. Socialism is a political and economic theory of social organization that means of production, distribution, and exchange should be owned or regulated by the community as a whole. Communism is all property is publicly owned and each person works and is paid according to their abilities and needs. These two are used in the book and enforced by the Red Guards, Chairman Mao and the Red Successors. It will make it easier to go to other countries and under their society, it is very different than ours.",How do you think you will use the knowledge that you learned from this text later in your life? What else related to this topic do you want to learn about?,AUTRa9-r3dcGGyjiZcO0CIuCA,7,6
110,"No, I said. And dont call me Ru, I thought.
Turn off. He said If you dont turn off, well run out of gas; well get stuck on the highway. In the rain.
No!

I found this piece of dialogue particularly interesting because you can see how stubborn Ruby truly is, whilst Darius is trying to use a more sensible mindset. Ruby is too focused with trying to disagree with everything Darius says, when she is actually lodging them in a more complicated situation.",Analyze a piece of dialogue that you found interesting. What does this dialogue tell you about the personalities of the characters or people speaking? Support your thoughts.,AUTeuSpRskdXR5nm6_unGeVeQ,7,10
111,she chose to do that cause to make it intrusting and kids to read her book about kek,"Kek and Ganwar think of Lual, wishing he could be with them. Only this time, they have happy thoughts about Lual. Why do you think Katherine Applegate chose to spotlight this brief moment? Explain.",BASESMErIz3Dni6rXTyisZo55Q,5,6
112,"Well Dear Mr. Falker tells the who class that it's ok she is just as Best as all of you.  And the Running dream this girl gets bullied because of that she can't walk and 1 day she runs, as a dream.","Think about another text you have read on a similar topic, and compare the two texts. How are they alike and different?",BASEFV_lsZwQRioyAPrDgcVSbw,5,5
113,ssssssssssssssssssssaaaaaaa,Choose two characters or people from the text. Explain how they are the same and how they are different.,BASEQzJqy_FSXeZa63lE3LwGPg,2,0
114,asasasssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,What are some ways that the main character or person changed during the text?,BASEqTD6U6XlH1TnbbJFqWwy-Q,1,0
115,The main character or person is wearing a hat ignoring Sam.,Describe what the main character or person looks like.,BASEVRC8J4bm-WChS_qczxKQMQ,0,9
116,A disagreement between two people or characters is that people  that a lives in the forest but he is just a amazing healer.,"Think about a disagreement that two people or characters had, then explain why each of them believed their side. Instead of deciding who is right; step into each of their shoes and try to understand their point of view. How would you feel?",BASE9CPH_bLs7WBjL1jxz_YYiA,4,7
117,I think the main character is a superhero instead of a pirate because he performed something that he didn't know and if he was a pirate he would have a beer .,Do you think the main character or person would be a pirate or a superhero? Why?,BASE4ze1xFjNou4RATh8UBXEJw,2,8
118,None of them are stupid  and digress with their crater of them and can kill them any time he what and also for three to pop them in the face.,Which character do you think would disagree with the narrator of this story? Why would they disagree?,MANUZjxWmdqV-0g5N9jut_D41g,5,6
119,I think the illustrator is trying to give us and idea of the feelings  and emotions of the different characters. One picture is showing Nikki being mad at Mackenzie for flirting with her crush and I kinda feel like that on is super emotional.,"Look at the pictures throughout your text. What do you think the illustrator is trying to get you to feel? Describe one picture that makes you feel that way, and then explain why.",BASE_dmLz5LghTWeKhsHGdx4xw,5,9
120,"Everyone's way too hung up on being in the popular group,and he's just as far from the popular group as you can get. This sentence contributes tot he text because it saying how disabled Auggie is that he cants be popular.","Flip through the part of the text you have read and drop your finger on a random sentence. Copy down the sentence, and then explain how it contributes to the text as a whole. (If there's no way you can connect this sentence to the rest of the text, randomly find a new sentence).",AUT6wPUK50bpR5q5iYog-7N3A,6,8
121,I would trust mia cause she can keep secrets and she could make a great friend because she helped the poor,"If you were in grave danger and had to turn to someone in your text for help, who would you trust to help you and why? Support your answer with examples from the text.",BASE1sursGwC9Gcmr64d_7Z77A,4,9
122,He tried to get away with every thing he does like me I HATE pranks He evan dug a hole and put grass and when he lawnmower it he fell.,What was the biggest problem for the main character or person? What would you have done differently?,BASEipPiQ0xKpgNKzHnqqbM3pg,4,5
123,I did not thing RJ would help his sister cook dinner. I think they probably had a good time doing it together. Maybe that helped her not to burn everything.,What happened in this book that you did not think would happen?,BASEOevQvUor7N6X6R0UvBZB8A,1,10
124,"My three favorite charters are the scary pumpkin, the shoes, and the young antique lady who wasn't afraid of anything.",Choose your favorite character or person from the text and list three reasons why he or she is your favorite.,BASEryuUEyS_2DNQkK6Adt-GKQ,0,7
125,"I think that the main character, Ivan ,would want me to be his best friend  because I am a great friend to everyone. For example I could help him help,Lucy a baby elephant,escape by helping Ivan write and draw a great picture of Lucy,Mack,Ivan,and I in a zoo all together,happy.",Do you think the main character or person would like you to be his or her friend? Why?,BASEydiowYMHAKnBkKickaGCmQ,4,9
126,I think the part that made the main character the happiest was when they found there enemy and they were ready to go back to base and tell them what they saw so they can make there plan to go and attack the enemy.,What made the main character or the author happiest in this text? Use a quote to show how happy he or she was.,LEXILESRYmupT2pFuxDcTEbGeDrQ,3,9
127,One part of the text I would like to change is when grandma is being really mean to the main character named George. Another part Of this book I would like to change is when the chapter is named a crane for grandma.,What is one part of this book you would like to change?,AUTwR0fyZenoeqJ6GZ7BotWdw,1,10
128,""" It's Christmas come early!"" That means like there are many joyful presents and the queen bee is saying that because she thinks this is the perfect present to Stevens family.","Locate a phrase in the text that has a deeper meaning than its literal meaning; perhaps it is a metaphor. Quote the phrase, then explain the full meaning of the phrase in your own words.",BASEhVDcDwvLL2p2CUb9I8CHrg,6,8
